,author,shortcode,timestamp,likes,comments,caption,text
83,rclbeauty101,CHBeXdhJMT7,1604179789,40212,2336,"Photo shared by Rachel Levin on October 31, 2020 tagging @ruthie_davis, @zigman_official, @tylerglambert, and @augustaldridge_. May be an image of 1 person and outerwear.",I really went all out for halloween this year for someone that has no intentions of leaving the house... what are you dressing up as?!
84,glamlifeguru,CSZ9MlVpd1g,1628623614,12589,165,,Every favorite of mine for amazing skin! Link is in my bio ???
85,glamlifeguru,CRzHF9ADj2d,1627320183,32328,315,,??New Video?? Link is in my Bio ???
86,glamlifeguru,CRkoZq5jCvr,1626834988,19400,271,,Hot Product Alert! ???? I�m in love with the new Power Move Lipstick from @bitebeauty Watch it swatched & tested! Use code TATI at Checkout on BiteBeauty.com to save 20% on everything #bitebeautypartner #powermovelipstick ?????
87,glamlifeguru,CRE7A5jD7E_,1625770308,63758,578,"Photo by Tati Westbrook on July 08, 2021. May be a closeup of 1 person.",New video on my channel! Link in bio ??? #rarebeauty
88,glamlifeguru,CQUoXhmjPxD,1624149919,199013,3428,"Photo by Tati Westbrook on June 19, 2021. May be an image of 1 person.",???
89,glamlifeguru,CQOyKQ3jxSs,1623953760,226171,19592,,I�m Back ???
90,glamlifeguru,CAuLI0djNyn,1590647429,172824,35625,,XO�s ?? ?? by one of my favorite artists. @jamesarthur23 �The Truth�
91,glamlifeguru,B_wMi73jtho,1588567652,51344,1280,,Yeah... ummmm... no... See you tomorrow 10am pst - lets talk all about what I�m currently NOT loving ??
92,glamlifeguru,B_qCcqyjVIS,1588361014,185638,897,"Photo by Tati Westbrook on May 01, 2020. May be an image of 1 person.",I can�t get over how much I love this!!! @nabfi_art ???
93,glamlifeguru,B_k1Q1LDto7,1588186329,145141,1746,"Photo by Tati Westbrook on April 29, 2020. May be an image of 1 person.",??
94,glamlifeguru,B--7TfRDoCQ,1586914428,92043,727,"Photo by Tati Westbrook on April 14, 2020. May be an image of 1 person.",Sunset ???
95,glamlifeguru,B-3VA13DG-b,1586659618,26826,418,,3 looks in one video testing Drugstore #Eyeshadow one smash hit palette... one that frustrated me to no end ??????? Link is in Bio ???#drugstoremakeup #eyemakeup #grwm
96,Jaclynhill,CSuOYboAYIn,1629303678,425007,4858,"Photo shared by J A C L Y N 😜 on August 18, 2021 tagging @farnumgrindtime. May be an image of 2 people, dog and indoor.",WE ARE OFFICIALLY MOVING IN TOGETHER!! ??????????????????????????????? We are so excited to call it �OUR HOME!� ??????
97,Jaclynhill,CSnO5JyMPQh,1629069065,139395,3257,"Photo by J A C L Y N 😜 in Cheese Heaven. May be an image of 1 person, standing and purse.",What is your biggest craving? Mine is always cheese. ????
98,Jaclynhill,CSVHK_RAaDt,1628461042,356841,7273,,"I�m here to remind you that you don�t have to have an �IG Baddie� body to be a successful, powerful & happy woman. ??"
99,Jaclynhill,CSPsWAilXfC,1628279326,212387,2239,,My boyfriend wins at life for the best Birthday cake ever!!!!! ??????????
100,Jaclynhill,CSIHSK6FTnk,1628024888,221035,1172,"Photo shared by J A C L Y N 😜 on August 03, 2021 tagging @jaclynhillcosmetics. May be an image of 1 person and indoor.",A PHOTO DUMP IN HONOR OF @ultabeauty believing in me! ?????? My core @jaclynhillcosmetics line is fully restocked & available online & in select stores!! What a dream come true!?????????
101,Jaclynhill,CRjvKrfDz12,1626804284,190748,4109,"Photo shared by J A C L Y N 😜 on July 20, 2021 tagging @jaclynhillcosmetics. May be an image of 1 person, cake and balloon.",ITS MY BIRTHDAY!!!???? And to celebrate I am launching 3 beautiful limited edition glosses! @jaclynhillcosmetics ?? Plus there is a new YouTube video on my channel!????????
102,Jaclynhill,CRPz-P2DnDH,1626135715,250479,4657,"Photo shared by J A C L Y N 😜 on July 12, 2021 tagging @sashasamsonova, @lipsticknick, and @jaclynhillcosmetics. May be a closeup of 1 person.",TOMORROW IS THE DAY!!! ?? My limited edition Summer Collection launches at 2:00PM EST!?? Who�s excited?!???????? @jaclynhillcosmetics ????
103,Jaclynhill,CRFNKgmjoAw,1625779824,202868,34825,"Photo shared by J A C L Y N 😜 on July 08, 2021 tagging @sashasamsonova, @lipsticknick, and @jaclynhillcosmetics. May be an image of 1 person and standing.",Who�s ready for next Tuesday??????? July 13th baby!?? @jaclynhillcosmetics
104,Jaclynhill,CQ9I0ZCjMWx,1625509110,250008,3572,"Photo shared by J A C L Y N 😜 on July 05, 2021 tagging @sashasamsonova, and @lipsticknick. May be a closeup of 1 person and pool.",7.13??
105,Jaclynhill,CQ4EJcOjLNw,1625338889,328017,2105,"Photo shared by J A C L Y N 😜 on July 03, 2021 tagging @farnumgrindtime. May be a closeup of 2 people.","I just wanted a good picture of my hair & makeup, but @farnumgrindtime had other plans??"
106,Jaclynhill,CQeO-oVnRUa,1624473857,86261,1610,,My go to makeup look I'm excited to show you my current go to look & play with my products!
107,Jaclynhill,CQUGcKMj7xb,1624132132,291459,3474,"Photo by J A C L Y N 😜 on June 19, 2021. May be an image of 1 person and indoor.","It�s been 2 weeks since I started an anti-inflammatory diet due to inflammation in my face & body� and I can not believe my results already! My face has already slimmed out and I�m currently wearing jeans that I couldn�t get on 1 month ago! More than anything, I feel amazing! So much more energy & I enjoy food more than ever when I get to �cheat� so cheers to being healthy & happy! ??????"
108,garyvee,CS2ivLCMy5V,1629582785,24615,850,"Photo by Gary Vay-Ner-Chuk on August 21, 2021. May be an image of book and text that says '#1 NEW YORK TIMES BESTSELLING GARY VAYNERCHUK AUTHOR AND LEVERAGING TWELVE A HALF FOR INGREDIENTS THE BUSINESS NECESSARY EMOTIONAL SUCCESS'.",Don�t get it twisted � this is gonna be �the book� ??� big news on this coming soon ??
109,garyvee,CS17uAQALn9,1629562447,29599,573,,GRATITUDE FOR WHAT YOU HAVE Versus COMPLAINING ABOUT WHAT YOU DONT HAVE
110,garyvee,CS0KgsvgmDM,1629503028,42001,964,,"?? You�ve asked for it, you got it � another episode of #OverRatedUnderRated is here"
111,garyvee,CSy-aVlsUKn,1629463077,142180,1751,"Photo by Gary Vay-Ner-Chuk on August 20, 2021. May be an image of 1 person and text.","Enough of this �fail� shit. Life isn�t so permanent, especially in when I hear this and its 98% based on professional career. Let�s get this concept our of your skull and thoughts and brains ??� it�s ridiculous, minor setbacks are a part of life, the end, in fact, they�re awesome, they give you context abs learnings. Please understand this"
112,garyvee,CSwcA7JAjPH,1629378042,74787,1634,,"Can’t wait for my new book 📚 dropping 11/16 … here’s a little insight to the mindset we talk about in it for leaders, managers and 22 year olds coming out of school"
113,garyvee,CSu_WARAn3k,1629329420,22749,880,,My biggest secret to happiness - leave a story in the comments that has something to do this
114,garyvee,CSt0cM1gc-h,1629290165,48828,751,,When you get your mind to a simple place of gratitude 🙏 and are thankful for everything you have instead of what you don’t have and realize it’s you that are in control and that what’s not in control is your families health and that is what you must spend your energy on …. Life gets better and special ❤️❤️❤️
115,garyvee,CSsbMFWg3un,1629243331,47189,685,,You’re not lost !!!! Let this video help you FIND the way !
116,garyvee,CSrsFArgPYZ,1629218620,42970,669,,"Please don’t take jobs you know won’t work … please leave jobs that you know are bad … please .. this is about happiness! Move in with friends / folks .. move … whatever it takes, fight for you happiness ❤️❤️❤️ staying in a job to pay for you life when your life is in a bad spot because you don’t like your job makes no sense … please, I love you ❤️.. now love yourself and take action …

This clip is from sessions where I was writing my new book 📕 can’t wait for 11/16 :)"
117,garyvee,CSrPuZPg2Ze,1629203761,102725,1331,,"Play this on repeat … I see it daily … you’re scared of “them” …
High school 🏫 is over"
118,garyvee,CSp3JnwLYW4,1629157280,105731,1106,"Photo by Gary Vay-Ner-Chuk on August 16, 2021. May be an image of 2 people, beard and text that says 'OUT OF MY 250 DAYS A YEAR WORK, THERE ARE 7 TO 23 DAYS WHERE I'M LIKE... "" FUCK THIS! SWIPE'.","Not everyday has to be euphoria … and that’s awesome ❤️💛 … I love my work and my job, it’s my actual hobby, but being human is allowing for bad days ❤️💛"
119,garyvee,CSpJfYrAHlz,1629133402,137888,2223,,"No reason to ever “cry” aka make yourself unhappy to impress other people. Live within your means and more importantly do things that make you happy, especially in your career. Please, please understand the macro of this situation ❤️❤️❤️❤️"
120,grantcardone,CS2Fy3DiXbE,1629567640,15169,740,,"Be positive in a negative world 🌎 gc 
.

.
#attitude #freedom"
121,grantcardone,CSzj9UIpiCD,1629482810,33986,2534,,"Arnold Schwarzenegger
🇺🇸
Comment if you are a schmuck 👇🏽👇🏽
.
#arnold #schmuck #freedom #truth #usa"
122,grantcardone,CSy-U38L-tc,1629463032,32556,798,"Photo by Grant Cardone on August 20, 2021. May be an image of 1 person, outdoors and text that says 'S ""IF YOU CAN'T GET A SEAT AT THE TABLE, SERVE WATER TO GET IN THE ROOM GRANT CARDONE'.",
123,grantcardone,CSxhhJRr8AB,1629414374,11522,417,"Photo by Grant Cardone on August 19, 2021. May be an image of 2 people, people standing and indoor.","10X grows - 🌎
Two good looking dudes 
❤️❤️❤️❤️❤️❤️❤️"
124,grantcardone,CSwZgynrCiI,1629376622,7064,1013,Photo by Grant Cardone in World Wide. May be an image of map and text.,"Host 10X in your country. 🌎 Producing TV show - I want to showcase YOUR 10X story. 
.
If you have compelling story & are interested in having it today post your location in comments👇🏽
.
#America #China #Australia #Vietnam #Thailand #Canada #England #Ireland #Japan  #Norway #Russia #Africa #Brazil #Argentina #Venezuela #Colombia #Panama #Cuba #CostaRica #Galapagos #spain #France #nigeria #singapore #iran #Afghanistan #India #Philippines"
125,grantcardone,CSuHNOriMIy,1629299951,28299,1011,,"Nobody will ever see the hard work you put in behind the scenes. Let them see it in your results. 
.
.
#success #hardwork #hustle #grind #motivation #instagood"
126,grantcardone,CSsBxwSJ32l,1629229961,14193,503,Photo by Grant Cardone in Federal Reserve Bank of Atlanta - Miami Branch. May be an image of 1 person and text that says 'CARDONI CARD THE WAY TO MAKE SURE YOU DON'T BURN CASH IS TO CONVERT IT TO REAL ASSETS. GRANT CARDONE'.,"Convert cash to real assets.
.
No real dollars were harmed in this photo"
127,grantcardone,CSrfc2EC57l,1629212059,27280,632,,"The successful people all do this one trick. They take what’s possible on the future, and bring it into TODAY. 👇post in comments👇 what you are doing today to have massive success.
.
.
#success #millionaire #billionaire #money #potential #freedom #financialfreedom #instagood"
128,grantcardone,CSpNx0ALrZX,1629135589,20566,522,"Photo by Grant Cardone on August 16, 2021. May be an image of 1 person, aircraft, outdoors and text that says 'TAX TIPS: REDUCE EARNED INCOME TO ZERO EMERGENCYEXIT INVEST IN ASSETS THAT CAN BE DEPRECIATED BORROW AGAINST APPRECIATED ASSETS CNON-TAXABLE EVENT) INVEST IN ART, PROPERTY EQUIPMENT & OTHER BUSINESSES. GRANT CARDONE'.",
129,grantcardone,CSo8x0ui8Aj,1629126803,8876,380,,"What are your daily rituals for success? 👇post in comments👇
.
.
#workout #fitness #health #wealth #success #training #instagood"
130,grantcardone,CSm3b-kp49C,1629058261,18972,537,,"Big things to come & it involves YOU.
Everything up to this point was warm ups
and confidence builders."
131,grantcardone,CSm4dCZCUkw,1629057428,40944,545,,"They don’t teach you this at school.  I want to thank @bayloruniversity for having me come and share some strategies that will help these kids succeed. 
.
.
#school #college #wealth #money #success #instagood"
132,thesharkdaymond,CS2aOS2Cujp,1629578532,3220,127,,"Who remembers the moment these 3 amazing warriors shared the stage at the same time to give each other Love???
What a great moment in history.
PS: I’m still trying to get out my head the In living color skits that came after that😂😂😂

Credit: @boxingequipment"
133,thesharkdaymond,CS1fYrur9Yk,1629547474,4579,207,"Photo by Daymond John on August 21, 2021. May be an image of 1 person, wrist watch and text that says 'MONEY WILL ALWAYS FLOW FROM THE UNINFORMED TO THE INFORMED @TheSharkDaymond'.","STAY FOCUSED!
KEEP LEARNING!
KEEP GROWING!
STAY INFORMED!

#HappySaturday

#successquotes #successmindset #insperationalquotes #visionboard #visualization #visualizealbum #sharkquotes #mindset #mindsetiseverything #mentorship"
134,thesharkdaymond,CSzoao4HoG5,1629485186,512,75,,"Adding another music video cameo to my resume…

Montell Jordan and @trainual just dropped a remix of This Is How We Do It - turned into an entrepreneur's anthem 💪🔥

Go listen to the full track on Spotify and get hyped up for whatever hustle you're bringing into this weekend!

Lots of fun on set bringing this to life with @mrjordan1911 @jonathanronzio @chrisronzio 

More from this campaign coming next week - watch out! #thisishowyoudoit #trainual"
135,thesharkdaymond,CSy0dzkigw5,1629458375,1431,118,,"On my run today. I decided to stop and be in the moment. I think we all need to do this more often. It felt absolutely amazing! 
Sorry, I just couldn’t help myself with the @justinbieber track😂
Don’t forget to take some time today to just #BeInTheMoment
Have a great day.
DJ🙏🏾

PS: You know your getting old when you start calling fruit Gangsta🤦🏾🤦🏾🤦🏾"
136,thesharkdaymond,CSyOC-aMsXQ,1629437720,2024,67,"Photo by Daymond John on August 19, 2021. May be an image of 3 people, people standing and outdoors.","Wishing my brother @fatjoe a very blessed and amazing Birthday! Thank you for being one of the most loyal, truthful and honorable people on the planet. 
From selling my first couple of hats out of your store, to allowing me to direct one of your videos. You have always supported others in their effort to follow their dreams.
You will always be one of the reasons that I can say “Yesterday’s price is NOT TODAYS PRICE😂” 🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾
Many more amazing years to come for you my friend. 
DJ"
137,thesharkdaymond,CSxXb2jCI3H,1629409110,852,64,,"As a business owner, you won’t get too far without knowing who your customers are.

The fact is, your customers are the most important component to your business. With that said, the sooner you know who they are, the sooner you’ll be able to help resolve their pain points and resonate with them, both through your marketing efforts and through the products/services you’re selling.

If you haven’t pinpointed your customer base yet, set aside some time to do so. You’ll be one step ahead of your competitors once you do."
138,thesharkdaymond,CSwSFTtiWO8,1629372751,867,145,,"Thank you for a brand new day filled with brand new opportunities 🙏🏾🙏🏾🙏🏾

-CREDITS
Camera: Iphone
Track: #TheClarkSisters
Lighting: God
Script: Faith"
139,thesharkdaymond,CSumVk3C1Wn,1629316904,1132,91,,"I’ve made plenty of mistakes as an entrepreneur, but it’s all part of the process.

In light of my mistakes, however, I wanted to come up with a way where I could help other entrepreneurs avoid making the same mistakes. That’s when the idea for Daymond on Demand was born.

Daymond on Demand is full of interactive courses that will help you learn about everything from starting and scaling your business to mastering social media.

I hope each and every one of you benefits from this and that it sets you up to be in a better position than when you started. 

Head to the link in my bio to learn more!"
140,thesharkdaymond,CSt1cUyCRDv,1629290945,1879,188,,"Let’s be clear. Everything created in this world started with one person, with one dream, that took one action. I was fortunate to find 3 partners that also had the same dream. Our dream was simple: To create a four letter word that would change the fashion world forever. That word is …….. @FUBU
Ask yourself today- What’s your dream? Who else believes in you? And what is holding you back? 
Take a minute to dream today and make sure you accompany that dream with action…no matter how small the action may be. Trust me, you will be surprised how far it will take you.
#DreamOn
DJ

Edit&drone: @im_danny_from_miami 
Yacht: @joemulvi 
Track: Dream #Visualizealbum
#success"
141,thesharkdaymond,CSrzfZ_hpvw,1629223205,416,73,,"Thank you @tiffanyhaddish for sending me this story 😂

I was cracking up when listening to it, but in a larger sense, her experience shows that not only is FUBU meaningful to our customers, but it’s also a way to bring people together who may not know what we stand for.

Sure, it served as a way to get a conversation started, but the discussion that Tiffany had with this guy was centered around FUBU being black-owned and truly for the community, and it’s so impactful to us that she remembers this story and sent it our way.

Who else has a story like this where your brand left an impact on someone who told you about it years later? Share it below 👇🏾"
142,thesharkdaymond,CSrZiW0Ao42,1629208865,1291,269,"Photo by Daymond John on August 17, 2021. May be an image of text that says 'Daymond John @TheSharkDaymond What is your go-to ""work from home"" playlist?'.","We’ve been working from home for a while now, and many of us still are, so I hope you have some good recommendations!⁣
⁣
Share your favorite WFH songs below ⬇️"
143,thesharkdaymond,CSqHI0sCuC1,1629165790,910,152,,"You know I couldn’t leave you hanging on #nationaltellajokeday.

I decided to give you a couple to choose from. Please humor me and pick the one you like the most. Don’t leave ya boy out in the cold😳😂"
144,chiaraferragni,CS2KWPvKVhW,1629570070,297881,1847,,I can’t with her laughs during bath time 🛁
145,chiaraferragni,CS2CX2iocsW,1629565817,168630,394,Photo by Chiara Ferragni ✨ in Porto Cervo with @capellipantene. May be an image of 1 person and indoor.,"Come proteggere i capelli d’estate 🌞 Io mi sono portata la maschera capelli di @capellipantene, la limited edition con la quale io e Pantene abbiamo dato al via al progetto Forti Insieme 💪 Quando torno a Milano a settembre inizieremo la selezione di chi si è registrata sul sito FortiInsieme.com 🙏 #FortiInsieme #adv 
🇬🇧 
Using Pantene’s hair mask to protect my hair from the sun damages this Summer 🌞 I launched a project to support female entrepreneurs with Pantene in July and I can’t wait to be back in Milan in September to keep working in this amazing project 💪 #adv"
146,chiaraferragni,CS1f4NjK3Dc,1629547732,497415,1057,"Photo by Chiara Ferragni ✨ on August 21, 2021. May be an image of 2 people, child, people standing, sunglasses and outdoors.",Morning at the beach ❤️
147,chiaraferragni,CS1KtXWKkNE,1629536633,761680,927,"Photo shared by Chiara Ferragni ✨ on August 21, 2021 tagging @fedez, and @tadyellow. May be an image of child, standing and outdoors.",2021 with Vitto vs. 2018 with Leo ❤️
148,chiaraferragni,CSzcIklqi7Q,1629478660,359633,783,"Photo by Chiara Ferragni ✨ on August 20, 2021. May be an image of 1 person and nature.",Monte Nieddu today ❤️
149,chiaraferragni,CSy_VVEIL0h,1629463560,357179,1045,"Photo by Chiara Ferragni ✨ on August 20, 2021. May be an image of 1 person.",💚
150,chiaraferragni,CSy1GOYKT2I,1629458194,631654,1359,"Photo by Chiara Ferragni ✨ on August 20, 2021. May be an image of 1 person, indoor and text that says 'LUCE'.",🦋
151,chiaraferragni,CSyeOlCohbu,1629446203,641353,2371,"Photo by Chiara Ferragni ✨ on August 20, 2021. May be a closeup of 1 person, baby and indoor.",Already very self opinionated 😅
152,chiaraferragni,CSxED6AodJ8,1629398930,455183,1402,"Photo shared by Chiara Ferragni ✨ on August 19, 2021 tagging @versace. May be an image of 1 person, jewelry and outdoors.",Tonight 💖
153,chiaraferragni,CSw5IKPobcI,1629393198,474290,1578,Photo by Chiara Ferragni ✨ in Porto Cervo. May be an image of 2 people and baby.,Vitto and me as a baby 🥰
154,chiaraferragni,CSwaGHPoiIJ,1629376928,625352,2236,"Photo by Chiara Ferragni ✨ on August 19, 2021. May be an image of 1 person and baby.",Questa bimba stupenda 😍
155,chiaraferragni,CSv7n6eIZQs,1629360952,387494,876,"Photo by Chiara Ferragni ✨ on August 19, 2021. May be an image of 2 people, child and indoor.",Best of these days ❤️
156,oliviapalermo,CSzRqLqr4rn,1629473168,11859,74,"Photo by Olivia Palermo on August 20, 2021. May be an image of cosmetics.",Beachy vibes 🏖 Poppy is ready for a relaxing beach weekend in her Breton striped lounge chairs! 💄💄 Two of my favorite shots (concepted by yours truly) from our @oliviapalermobeauty summer still life shoot 💗
157,oliviapalermo,CShlimTLi02,1628879612,113248,654,"Photo shared by Olivia Palermo on August 13, 2021 tagging @andrea_tiller, @kenna_hair_, and @oliviapalermobeauty. May be a closeup of 1 person.",Last night’s beauty look by the dream team @andrea_tiller and @kenna_hair_ 💁🏼‍♀️💁🏼‍♀️💁🏼‍♀️ Check out the full beauty breakdown over on @oliviapalermobeauty 😘
158,oliviapalermo,CScxCExg_1u,1628717874,4522,70,,"Gabbing away with my long term friend and glam fam member Daniel Martin about beauty, skincare, well-being, and of course @oliviapalermobeauty!"
159,oliviapalermo,CSZ5mTPLbnx,1628621693,20232,112,"Photo by Olivia Palermo in The Hamptons with @mrsalice. May be an image of 2 people, people standing and outdoors.",#aboutlastnight The sunshine came out to celebrate my girlfriend @mrsalice! ⛅️💗
160,oliviapalermo,CSPBExQgy_H,1628256622,11262,128,,"Earlier this year, I had the pleasure of a private visit to the brand new #LGSIGNATURE showroom to experience their incredible OLED R rollable television 📺 
Yes, you read that correctly: a television that is completely rollable!!!
A first of its kind, the #OLEDR screen not only entirely retracts but features some of the best visuals in the industry, all while looking sleek and chic.
Now I just need to get my hands on one to watch all of my #OPguiltypleasures 😉 #LGSIGNATUREOLEDR #ad"
161,oliviapalermo,CSMze1vrv1l,1628182278,26142,196,"Photo by Olivia Palermo in Downtown Manhattan. May be an image of 1 person, standing and footwear.","City safari 🌆⁣
⁣
📷: @oliviagrahamphoto | @theoriginalgangsta ⁣
👗: @little_lexa_ 
💄: @andrea_tiller ⁣
💇🏼‍♀️: @mioknyc ⁣
🎬: @area1202"
162,oliviapalermo,CSKn25nLCi5,1628109075,23089,89,"Photo by Olivia Palermo in Dr. Robert Anolik with @drrobertanolik. May be an image of 2 people, people standing and indoor.",Midweek treat(ment)! 👨🏻‍⚕️🧴
163,oliviapalermo,CSAAXOJLMNO,1627752824,60684,244,"Photo shared by Olivia Palermo on July 31, 2021 tagging @andrea_tiller, and @oliviapalermobeauty. May be an image of 1 person and cosmetics.","Rosebud, baby 🌹"
164,oliviapalermo,CR9b38Srtd3,1627666585,39217,211,"Photo shared by Olivia Palermo on July 30, 2021 tagging @oliviapalermobeauty. May be an image of 1 person, standing, sunglasses and outdoors.","Summer scorcher! 🔥 A little #bts from our summer beauty shoot with my friend and super talented photographer @cesarbalcazar 📸  Paired my Matte Lipstick in Poppy with the orange hues of this tank, a detailed leather skirt, flat top sunnies, and a gold hoop. No better way to combat the heat outside than with a cool downtown vibe 😎"
165,oliviapalermo,CR6YBHaLDr5,1627563899,24878,169,"Photo shared by Olivia Palermo on July 29, 2021 tagging @oliviapalermobeauty. May be an image of 2 people, sunglasses and text that says 'PALERMO BEAUTY 21014 PALERMO 1 OLIVIA'.","Happy #nationallipstickday!!! 💄💃🏼 Celebrating with all four of my @oliviapalermobeauty creamy, matte lipsticks available together in one exclusive Lipstick Lineup Set at a very special price ❤️‍🔥 Pucker up though: its only available for a limited time! 💋⁣
⁣
📷: @cesarbalcazar ⁣
💄: @andrea_tiller ⁣
💇🏼‍♀️: @michaelsilvahair 
👗: @_jzg"
166,oliviapalermo,CR4ldIHLXPT,1627503836,14125,112,"Photo shared by Olivia Palermo on July 28, 2021 tagging @millionidole, and @oliviapalermobeauty. May be an image of cosmetics.",I have been absolutely loving all of the @oliviapalermobeauty content you guys have been posting!!! 😍  Seeing how you’ve been incorporating the collection into your beauty wardrobes and wearing the products has been so rewarding. Keep it coming using #myOPB and I’ll start sharing my favorites of what you post! 🤳🏼 Can’t wait to see more! 💄🪞
167,oliviapalermo,CRzmkiKrtFI,1627336648,57056,220,"Photo shared by Olivia Palermo on July 26, 2021 tagging @boyyboutique, and @oliviapalermobeauty. May be an image of 1 person and standing.",Swipe ➡️ for #whatsinmybag today! 👜
168,marianodivaio,CS1LCTFodDS,1629536805,99604,339,"Photo by Mariano Di Vaio on August 21, 2021. May be an image of 1 person, standing and outdoors.",Running to the lighthouse ⚓️
169,marianodivaio,CSyhLFjITED,1629447748,117874,351,"Photo by Mariano Di Vaio on August 20, 2021. May be an image of 7 people and people standing.",Celebrating my dads birthday with my family in Sardinia like the old times ♥️ Happy birthday dad 😎 🎉
170,marianodivaio,CStqwztIr93,1629285003,144851,451,"Photo shared by Mariano Di Vaio on August 18, 2021 tagging @eleonorabrunaccidivaio, @nathanleonedivaio, @leonardoliamdivaio, and @filibertonoahdivaio. May be an image of 5 people, child, people standing and ocean.",If I think that soon we will be +1 🤣 🚤
171,marianodivaio,CSmehjiIR7Z,1629043706,157153,483,"Photo shared by Mariano Di Vaio on August 15, 2021 tagging @nathanleonedivaio, @leonardoliamdivaio, @dolcegabbana_man, and @filibertonoahdivaio. May be an image of 4 people, child, people standing and outdoors.",Buon ferragosto dalla Mdvboyband in terra sarda !! Voi dove siete ???
172,marianodivaio,CSjRK-DoVJS,1628936042,184045,616,"Photo shared by Mariano Di Vaio on August 14, 2021 tagging @nohow, and @mdvcollection. May be an image of 1 person and wrist watch.","I got tanned 🦞 yesterday night.

@mdvcollection shirt 🇮🇹"
173,marianodivaio,CSY2bSIIf35,1628586475,128608,366,"Photo shared by Mariano Di Vaio on August 10, 2021 tagging @eleonorabrunaccidivaio. May be an image of 2 people, people standing and outdoors.","Yesterday’s selfies 😎
No filters, just love ♥️
#mdvfamily"
174,marianodivaio,CSSK_IlIUhy,1628362374,81226,217,"Photo by Mariano Di Vaio on August 07, 2021. May be an image of 1 person and outdoors.",Brought a single use cam with flash to the beach 🏝 #seethelast #sardinia2021
175,marianodivaio,CSMEC6-oLto,1628157604,216991,3837,,"I believe God knows what’s best for us ♥️🙏🏽 we’re growing bigger !!
 #MdvFamily #Blessed"
176,marianodivaio,CSJ4-Kuo3lI,1628084493,139483,371,"Photo shared by Mariano Di Vaio on August 04, 2021 tagging @filibertonoahdivaio. May be an image of 2 people, child, people standing and body of water.",How’s your summer going ?♥️:)
177,marianodivaio,CR8nPkbobTE,1627638991,115573,267,"Photo shared by Mariano Di Vaio on July 30, 2021 tagging @nathanleonedivaio. May be an image of 2 people and people standing.",Camera roll favorites ♥️ #holidays
178,marianodivaio,CR1zfDIoAjZ,1627410579,304265,1103,,We’re on vacation ♥️🇮🇹 #sardinia #mdvfamily
179,marianodivaio,CRySVnUJTtq,1627292486,31023,103,"MensfashionPost, menstyle, italian man, motocross, Tony cairoli , 222","Aviator 3 sixdays 2021 Italia 🇮🇹 
Numer 9 of 950 limited pieces available online.
Pezzo da collezione pazzesco♥️💪🏽 

@airohelmet_official #rideon #airohhelmet #ad #forzaitalia"
180,teachingmensfashion,CSsrJNssU9_,1629251649,85592,195,"Photo shared by Jose Zuniga on August 17, 2021 tagging @_esntls. May be an image of 1 person, standing, footwear and outdoors.","This new @_esntls heavy weight collection is all you will want to live in this F/W and back to school. It’s a heavy 480gsm fabric that feels like a LEGIT blanket. Hands down the most premium collection we will ever release. Dropping 8/28, mark your calendars, this will move fast 🔥
.

Esta nueva colección de peso pesado de @_esntls es todo lo que querrás vivir en este F / W y volver a la escuela. Es una tela pesada de 480 g / m2 que se siente como una manta LEGIT. Sin duda, la colección más premium que jamás lanzaremos. Dejando caer el 8/28, marque sus calendarios, esto se moverá rápido 🔥"
181,teachingmensfashion,CSS3WgvM7dS,1628385634,73640,271,"Photo shared by Jose Zuniga on August 07, 2021 tagging @_esntls. May be an image of 1 person, footwear and brick wall.","The new @_esntls glacial blue heavyweight sweat suit. The color is Inspired by Jökulsárlón Iceland (where the campaign will be shot). 
The fabric is a HEAVY 480gsm. Giving it an unreal comfortable fit and bulky silhouette perfect for F/W. Dropping 8/28 
.

El nuevo chándal de peso pesado azul glacial de @_esntls. El color está inspirado en Jökulsárlón Islandia (donde se rodará la campaña). La tela es PESADA 480gsm. Dándole un ajuste cómodo irreal y una silueta voluminosa perfecta para F / W. Cayendo el 28/8"
182,teachingmensfashion,CR9we1-L_cS,1627677389,79293,235,"Photo shared by Jose Zuniga on July 30, 2021 tagging @_esntls. May be an image of 1 person, standing, footwear and indoor.","Our new Heavy Weight collection from @_esntls drops 8/28! This new line is all made from ONE single fabric that is 480 gsm, making it extremely versatile and interchangeable. See my story for a deeper explanation as to why this fabric is so unique!"
183,teachingmensfashion,CRtmozoM1Ds,1627135357,88167,231,"Photo shared by Jose Zuniga on July 24, 2021 tagging @jadeblack.co. May be an image of 1 person, standing and bridge.","@jadeblack.co new collection is now live! Click the link in the bio to check it out. 
These are our new Horacios 🔥
.

¡La nueva colección de @jadeblack.co ya está disponible! Haga clic en el enlace de la biografía para verlo. Estos son nuestros nuevos Horacios 🔥 ."
184,teachingmensfashion,CRnKLBnj77C,1626919217,26280,122,,"New @jadeblack.co collections drops this Saturday 7/24 at 10 am EST. Every single new piece was meticulously designed to the last detail. Ending with a true “work of art” collection
.

Las nuevas colecciones de @ jadeblack.co se lanzarán este sábado 24 de julio a las 10 am EST. Cada pieza nueva se diseñó meticulosamente hasta el último detalle. Terminando con una verdadera colección de ""obras de arte"""
