,author,total_followers,total_following,number_posts,shortcode,timestamp,Date,time,likes,comments,engagement,average_engagement,caption,text,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Tag_10,Tag_11
59,hudabeauty,49193547,889,1536,CSruK92hfre,1629219681,44425.70927,44425.70927,24592,377,0.050756657,0.118689517,"#hudabeauty #eyeshadow #palette Which animal will you be channelling?ðŸ”¥PYTHON JAGUAR CHAMELEON TIGER 
â €â €â €â €â €â €â €â €â €
#WILDOBSESSIONS are now available at hudabeautyshop, sephora, asos, cultbeauty, feelunique, naimies bootsuk, harrods, netaporter, theofficialselfridges, kohls, and all other retailers
â €â €â €â €â €â €â €â €â €
Our Tiger Obsessions Palette is exclusive to hudabeauty.com, #ASOS, #SephoraEurope & #SephoraNorthAsia",Which animal will you be channellingPYTHON  JAGUAR CHAMELEON TIGER          WILDOBSESSIONS are now available at hudabeautyshop sephora asos cultbeauty feelunique naimies bootsuk harrods netaporter theofficialselfridges kohls and all other retailers          Our Tiger Obsessions Palette is exclusive to hudabeautycom ASOS SephoraEurope  SephoraNorthAsia,,,,,,,,,,,
60,jamescharles,25090038,259,1001,CSsFa_1JbNb,1629231871,44425.85036,44425.85036,934457,33676,3.858635049,4.969551727,"Photo by James Charles on August 17, 2021. May be an image of 1 person.",u made me hate this city,,,,,,,,,,,
61,jamescharles,25090038,259,1001,CSfZbAZJL3N,1628806150,44420.92303,44420.92303,803758,25859,3.30655936,4.969551727,"Photo by James Charles in Malibu, California with @jacquemus. May be an image of 1 person, standing and outdoors.",next to u in malibu,,,,,,,,,,,
62,jamescharles,25090038,259,1001,CSKl0pthPg1,1628108008,44412.84269,44412.84269,1315203,135652,5.782593873,4.969551727,"Photo by James Charles on August 04, 2021. May be a closeup of 1 person and text that says 'SERRE'.",red your mind ,,,,,,,,,,,
63,jamescharles,25090038,259,1001,CSARdg_p7GE,1627761789,44408.83552,44408.83552,1731218,109628,7.336959793,4.969551727,"Photo by James Charles on July 31, 2021. May be an image of 1 person.",no cappuccino I like these photos a latte ,,,,,,,,,,,
64,jamescharles,25090038,259,1001,CRxI2nepStq,1627254005,44402.95839,44402.95839,587206,4883,2.359856928,4.969551727,,,,,,,,,,,,,
65,jamescharles,25090038,259,1001,CRrnSwxJ7pR,1627068592,44400.81241,44400.81241,1435007,5493,5.741322512,4.969551727,"Photo by James Charles on July 23, 2021. May be a closeup of 1 person.",falling stars  just posted a new video showing my secrets to getting a viral instagram photo go check it out look inspired by ageofaquaria,,,,,,,,,,,
66,jamescharles,25090038,259,1001,CRmmQbpJPUT,1626900276,44398.86431,44398.86431,1024031,8717,4.11616754,4.969551727,"Photo by James Charles on July 21, 2021. May be an image of 1 person.",rule number one never be number two,,,,,,,,,,,
67,jamescharles,25090038,259,1001,CRZX2X7JZYn,1626456524,44393.72829,44393.72829,668418,4937,2.683754405,4.969551727,,just a cute little makeup transition  whats your favorite color,makeup ,transition,,,,,,,,,
68,jamescharles,25090038,259,1001,CRXWc1Ypa-q,1626388673,44392.94297,44392.94297,1217503,5954,4.87626603,4.969551727,"Photo by James Charles on July 15, 2021. May be an image of 1 person, standing and indoor.",game over ,,,,,,,,,,,
69,jamescharles,25090038,259,1001,CRNCwg1pnUb,1626042804,44388.93986,44388.93986,1221324,17208,4.936349638,4.969551727,"Photo by James Charles on July 11, 2021. May be an image of 1 person.",no cap ,,,,,,,,,,,
70,jamescharles,25090038,259,1001,CRHqZRlpzhi,1625862258,44386.85021,44386.85021,1348862,6541,5.402156027,4.969551727,"Photo by James Charles on July 09, 2021. May be an image of 1 person and standing.",beep beep is that my bessie in a tessie  whats your go to gas station snack,,,,,,,,,,,
71,jamescharles,25090038,259,1001,CQ1jk1MJFDJ,1625254703,44379.81832,44379.81832,2292809,24005,9.233999566,4.969551727,"Photo shared by James Charles on July 02, 2021 tagging @theballerinabridemua, and @lunarbeauty. May be an image of 1 person.",New Beginnings  Hi sisters long time no see I wanted to let you guys know that I uploaded a new video today Its an open and honest conversation where I talk about literally everything from the past couple of months Its a long one but one of the most important videos Ive ever filmed so Id really appreciate if you checked it out ,,,,,,,,,,,
72,rclbeauty101,3454095,175,1411,CSAKhlCpJc1,1627758152,44408.79343,44408.79343,37435,827,1.107728653,1.259256525,"Photo shared by Rachel Levin on July 31, 2021 tagging @kslamclothing. May be an image of 1 person, standing, car and outdoors.",I will not lie this was not just a candid shot of me getting out of the car I did pose Outfit from kslamclothing ,,,,,,,,,,,
73,rclbeauty101,3454095,175,1411,CRhkgFIJHcD,1626731584,44396.91185,44396.91185,18436,610,0.551403479,1.259256525,"Photo by Rachel Levin on July 19, 2021. May be an image of 1 person.",decides to get out more only does things that dont involve me leaving the car,,,,,,,,,,,
74,rclbeauty101,3454095,175,1411,CRcMaDkJ-dw,1626551179,44394.82383,44394.82383,27327,919,0.817753999,1.259256525,"Photo shared by Rachel Levin on July 17, 2021 tagging @milanka.bee. May be an image of 1 person, standing and outdoors.",Tell me why I was surprised that it was windy WHEN I LITERALLY DROVE TO A WIND TURBINE TO TAKE PICTURES HOW DO PEOPLE DO IT AT COACHELLA,,,,,,,,,,,
75,rclbeauty101,3454095,175,1411,CRXIbRrpF7r,1626381320,44392.85787,44392.85787,76933,955,2.254946665,1.259256525,"Photo shared by Rachel Levin on July 15, 2021 tagging @milanka.bee, and @neyobambi. May be an image of 2 people.",I asked and Neyo said I could post this,,,,,,,,,,,
76,rclbeauty101,3454095,175,1411,CN0YKe7JcMY,1618772715,44304.79531,44304.79531,24870,534,0.735474849,1.259256525,"Photo shared by Rachel Levin on April 18, 2021 tagging @natalie_alonzo, and @reaganlinkartistry. May be an image of 2 people and braids.",A literal drunk stylist styled this fit but Im not mad about it,,,,,,,,,,,
77,rclbeauty101,3454095,175,1411,CNVrsTGpxYI,1617742766,44292.87461,44292.87461,16836,207,0.493414339,1.259256525,"Photo shared by Rachel Levin on April 06, 2021 tagging @eptm.us. May be an image of 1 person and standing.",You never realize how fast hair grows until you bleach it what color is your hair rn AND if you were gonna dye it what color would you choose,,,,,,,,,,,
78,rclbeauty101,3454095,175,1411,CNQgQJHJqEJ,1617568996,44290.86338,44290.86338,44191,781,1.301990825,1.259256525,"Photo shared by Rachel Levin on April 04, 2021 tagging @shotbyzach. May be an image of 1 person, standing and high-heeled shoes.",sees a tiktok of someone that says to take photos in a parking garage at night,,,,,,,,,,,
79,rclbeauty101,3454095,175,1411,CLsMDyFpKAG,1614202966,44251.9047,44251.9047,49873,549,1.459774557,1.259256525,"Photo shared by Rachel Levin on February 24, 2021 tagging @patrickchurchny, and @shotbyzach. May be an image of 1 person and standing.",BIRTHDAY GIRL What a life I love being able to experience life for so many years thats pretty cool,,,,,,,,,,,
80,rclbeauty101,3454095,175,1411,CLSfO8YFuBW,1613340603,44241.92365,44241.92365,30721,493,0.903680993,1.259256525,"Photo by Rachel Levin on February 14, 2021. May be an image of 1 person and indoor.",So apparently sitting down for 1 year straight makes your back hurt THIS WAS NEWS TO ME  but I got the SKG F5 mini massage gun its light weight and has 3 speeds and a heating function and ugh its so good if you were looking for a massage gun bc youre single and have no one to give you back massages use the code Rachel20F5 to get 20 off the skgglobal massage gun SKG SKGF5 SKGF5massagegun SKGF5minimassagegun ad,SKG ,SKGF5 ,SKGF5massagegun ,SKGF5minimassagegun ,ad,,,,,,
81,rclbeauty101,3454095,175,1411,CJCGN06l1Sn,1608495649,44185.84779,44185.84779,67234,1549,1.991346503,1.259256525,"Photo shared by Rachel Levin on December 20, 2020 tagging @prixworkshop. May be an image of 1 person, hair, outerwear and outdoors.",So now that I successfully look good in 3 hair colors what color should I do next ,,,,,,,,,,,
82,rclbeauty101,3454095,175,1411,CI4RSO2l72B,1608165908,44182.03134,44182.03134,76979,1144,2.261750183,1.259256525,"Photo shared by Rachel Levin on December 16, 2020 tagging @brandonrinxon, and @reaganlinkartistry. May be an image of 1 person, hair, outerwear and outdoors.",,,,,,,,,,,,
83,rclbeauty101,3454095,175,1411,CHBeXdhJMT7,1604179789,44135.89571,44135.89571,40212,2336,1.231813254,1.259256525,"Photo shared by Rachel Levin on October 31, 2020 tagging @ruthie_davis, @zigman_official, @tylerglambert, and @augustaldridge_. May be an image of 1 person and outerwear.",I really went all out for halloween this year for someone that has no intentions of leaving the house what are you dressing up as,,,,,,,,,,,
84,glamlifeguru,2272987,320,1275,CSZ9MlVpd1g,1628623614,44418.81035,44418.81035,12589,165,0.561111876,4.737220964,,Every favorite of mine for amazing skin Link is in my bio ,,,,,,,,,,,
85,glamlifeguru,2272987,320,1275,CRzHF9ADj2d,1627320183,44403.72434,44403.72434,32328,315,1.436127879,4.737220964,,New Video Link is in my Bio ,,,,,,,,,,,
86,glamlifeguru,2272987,320,1275,CRkoZq5jCvr,1626834988,44398.10866,44398.10866,19400,271,0.865425099,4.737220964,,Hot Product Alert  Im in love with the new Power Move Lipstick from bitebeauty Watch it swatched  tested Use code TATI at Checkout on BiteBeautycom to save 20 on everything bitebeautypartner powermovelipstick ,bitebeautypartner ,powermovelipstick,,,,,,,,,
87,glamlifeguru,2272987,320,1275,CRE7A5jD7E_,1625770308,44385.78597,44385.78597,63758,578,2.830460535,4.737220964,"Photo by Tati Westbrook on July 08, 2021. May be a closeup of 1 person.",New video on my channel Link in bio  rarebeauty,rarebeauty,,,,,,,,,,
88,glamlifeguru,2272987,320,1275,CQUoXhmjPxD,1624149919,44367.03147,44367.03147,199013,3428,8.906386178,4.737220964,"Photo by Tati Westbrook on June 19, 2021. May be an image of 1 person.",,,,,,,,,,,,
89,glamlifeguru,2272987,320,1275,CQOyKQ3jxSs,1623953760,44364.76111,44364.76111,226171,19592,10.81233637,4.737220964,,Im Back ,,,,,,,,,,,
90,glamlifeguru,2272987,320,1275,CAuLI0djNyn,1590647429,43979.27117,43979.27117,172824,35625,9.170707971,4.737220964,,XOs   by one of my favorite artists jamesarthur23 The Truth,,,,,,,,,,,
91,glamlifeguru,2272987,320,1275,B_wMi73jtho,1588567652,43955.19968,43955.19968,51344,1280,2.31519142,4.737220964,,Yeah ummmm no See you tomorrow 10am pst  lets talk all about what Im currently NOT loving ,,,,,,,,,,,
92,glamlifeguru,2272987,320,1275,B_qCcqyjVIS,1588361014,43952.80803,43952.80803,185638,897,8.20660215,4.737220964,"Photo by Tati Westbrook on May 01, 2020. May be an image of 1 person.",I cant get over how much I love this nabfi_art ,,,,,,,,,,,
93,glamlifeguru,2272987,320,1275,B_k1Q1LDto7,1588186329,43950.78622,43950.78622,145141,1746,6.46228949,4.737220964,"Photo by Tati Westbrook on April 29, 2020. May be an image of 1 person.",,,,,,,,,,,,
94,glamlifeguru,2272987,320,1275,B--7TfRDoCQ,1586914428,43936.06514,43936.06514,92043,727,4.081413576,4.737220964,"Photo by Tati Westbrook on April 14, 2020. May be an image of 1 person.",Sunset ,,,,,,,,,,,
95,glamlifeguru,2272987,320,1275,B-3VA13DG-b,1586659618,43933.11595,43933.11595,26826,418,1.198599024,4.737220964,,3 looks in one video testing Drugstore Eyeshadow one smash hit palette one that frustrated me to no end  Link is in Bio drugstoremakeup eyemakeup grwm,Eyeshadow,drugstoremakeup ,eyemakeup ,grwm,,,,,,,
96,Jaclynhill,6661077,510,1603,CSuOYboAYIn,1629303678,44426.68146,44426.68146,425007,4858,6.453385841,3.787745835,"Photo shared by J A C L Y N ðŸ˜œ on August 18, 2021 tagging @farnumgrindtime. May be an image of 2 people, dog and indoor.",WE ARE OFFICIALLY MOVING IN TOGETHER  We are so excited to call it OUR HOME ,,,,,,,,,,,
97,Jaclynhill,6661077,510,1603,CSnO5JyMPQh,1629069065,44423.96603,44423.96603,139395,3257,2.141575604,3.787745835,"Photo by J A C L Y N ðŸ˜œ in Cheese Heaven. May be an image of 1 person, standing and purse.",What is your biggest craving Mine is always cheese ,,,,,,,,,,,
98,Jaclynhill,6661077,510,1603,CSVHK_RAaDt,1628461042,44416.92873,44416.92873,356841,7273,5.466293214,3.787745835,,Im here to remind you that you dont have to have an IG Baddie body to be a successful powerful  happy woman ,,,,,,,,,,,
99,Jaclynhill,6661077,510,1603,CSPsWAilXfC,1628279326,44414.82553,44414.82553,212387,2239,3.222091563,3.787745835,,My boyfriend wins at life for the best Birthday cake ever ,,,,,,,,,,,
100,Jaclynhill,6661077,510,1603,CSIHSK6FTnk,1628024888,44411.88065,44411.88065,221035,1172,3.335901987,3.787745835,"Photo shared by J A C L Y N ðŸ˜œ on August 03, 2021 tagging @jaclynhillcosmetics. May be an image of 1 person and indoor.",A PHOTO DUMP IN HONOR OF ultabeauty believing in me  My core jaclynhillcosmetics line is fully restocked  available online  in select stores What a dream come true,,,,,,,,,,,
101,Jaclynhill,6661077,510,1603,CRjvKrfDz12,1626804284,44397.75329,44397.75329,190748,4109,2.925307724,3.787745835,"Photo shared by J A C L Y N ðŸ˜œ on July 20, 2021 tagging @jaclynhillcosmetics. May be an image of 1 person, cake and balloon.",ITS MY BIRTHDAY And to celebrate I am launching 3 beautiful limited edition glosses jaclynhillcosmetics  Plus there is a new YouTube video on my channel,,,,,,,,,,,
102,Jaclynhill,6661077,510,1603,CRPz-P2DnDH,1626135715,44390.01522,44390.01522,250479,4657,3.830251474,3.787745835,"Photo shared by J A C L Y N ðŸ˜œ on July 12, 2021 tagging @sashasamsonova, @lipsticknick, and @jaclynhillcosmetics. May be a closeup of 1 person.",TOMORROW IS THE DAY  My limited edition Summer Collection launches at 200PM EST Whos excited jaclynhillcosmetics ,,,,,,,,,,,
103,Jaclynhill,6661077,510,1603,CRFNKgmjoAw,1625779824,44385.89611,44385.89611,202868,34825,3.568386914,3.787745835,"Photo shared by J A C L Y N ðŸ˜œ on July 08, 2021 tagging @sashasamsonova, @lipsticknick, and @jaclynhillcosmetics. May be an image of 1 person and standing.",Whos ready for next Tuesday July 13th baby jaclynhillcosmetics,,,,,,,,,,,
104,Jaclynhill,6661077,510,1603,CQ9I0ZCjMWx,1625509110,44382.76285,44382.76285,250008,3572,3.806891889,3.787745835,"Photo shared by J A C L Y N ðŸ˜œ on July 05, 2021 tagging @sashasamsonova, and @lipsticknick. May be a closeup of 1 person and pool.",713,,,,,,,,,,,
105,Jaclynhill,6661077,510,1603,CQ4EJcOjLNw,1625338889,44380.7927,44380.7927,328017,2105,4.955985346,3.787745835,"Photo shared by J A C L Y N ðŸ˜œ on July 03, 2021 tagging @farnumgrindtime. May be a closeup of 2 people.",I just wanted a good picture of my hair  makeup but farnumgrindtime had other plans,,,,,,,,,,,
106,Jaclynhill,6661077,510,1603,CQeO-oVnRUa,1624473857,44370.78075,44370.78075,86261,1610,1.319171059,3.787745835,,My go to makeup look Im excited to show you my current go to look  play with my products,,,,,,,,,,,
107,Jaclynhill,6661077,510,1603,CQUGcKMj7xb,1624132132,44366.8256,44366.8256,291459,3474,4.427707411,3.787745835,"Photo by J A C L Y N ðŸ˜œ on June 19, 2021. May be an image of 1 person and indoor.",Its been 2 weeks since I started an antiinflammatory diet due to inflammation in my face  body and I can not believe my results already My face has already slimmed out and Im currently wearing jeans that I couldnt get on 1 month ago More than anything I feel amazing So much more energy  I enjoy food more than ever when I get to cheat so cheers to being healthy  happy ,,,,,,,,,,,
108,garyvee,9166019,5615,6962,CS2ivLCMy5V,1629582785,44429.91186,44429.91186,24615,850,0.277819629,0.758852707,"Photo by Gary Vay-Ner-Chuk on August 21, 2021. May be an image of book and text that says '#1 NEW YORK TIMES BESTSELLING GARY VAYNERCHUK AUTHOR AND LEVERAGING TWELVE A HALF FOR INGREDIENTS THE BUSINESS NECESSARY EMOTIONAL SUCCESS'.",Dont get it twisted  this is gonna be the book  big news on this coming soon ,,,,,,,,,,,
109,garyvee,9166019,5615,6962,CS17uAQALn9,1629562447,44429.67647,44429.67647,29599,573,0.329172348,0.758852707,,GRATITUDE FOR WHAT YOU HAVE Versus COMPLAINING ABOUT WHAT YOU DONT HAVE,,,,,,,,,,,
110,garyvee,9166019,5615,6962,CS0KgsvgmDM,1629503028,44428.98875,44428.98875,42001,964,0.46874221,0.758852707,, Youve asked for it you got it  another episode of OverRatedUnderRated is here,OverRatedUnderRated,,,,,,,,,,
111,garyvee,9166019,5615,6962,CSy-aVlsUKn,1629463077,44428.52635,44428.52635,142180,1751,1.57026731,0.758852707,"Photo by Gary Vay-Ner-Chuk on August 20, 2021. May be an image of 1 person and text.",Enough of this fail shit Life isnt so permanent especially in when I hear this and its 98 based on professional career Lets get this concept our of your skull and thoughts and brains  its ridiculous minor setbacks are a part of life the end in fact theyre awesome they give you context abs learnings Please understand this,,,,,,,,,,,
112,garyvee,9166019,5615,6962,CSwcA7JAjPH,1629378042,44427.54215,44427.54215,74787,1634,0.833742544,0.758852707,,Cant wait for my new book  dropping 1116  heres a little insight to the mindset we talk about in it for leaders managers and 22 year olds coming out of school,,,,,,,,,,,
113,garyvee,9166019,5615,6962,CSu_WARAn3k,1629329420,44426.9794,44426.9794,22749,880,0.257789123,0.758852707,,My biggest secret to happiness  leave a story in the comments that has something to do this,,,,,,,,,,,
114,garyvee,9166019,5615,6962,CSt0cM1gc-h,1629290165,44426.52506,44426.52506,48828,751,0.540900035,0.758852707,,When you get your mind to a simple place of gratitude  and are thankful for everything you have instead of what you dont have and realize its you that are in control and that whats not in control is your families health and that is what you must spend your energy on  Life gets better and special ,,,,,,,,,,,
115,garyvee,9166019,5615,6962,CSsbMFWg3un,1629243331,44425.983,44425.983,47189,685,0.522298721,0.758852707,,Youre not lost  Let this video help you FIND the way ,,,,,,,,,,,
116,garyvee,9166019,5615,6962,CSrsFArgPYZ,1629218620,44425.69699,44425.69699,42970,669,0.476095456,0.758852707,,Please dont take jobs you know wont work  please leave jobs that you know are bad  please  this is about happiness Move in with friends  folks  move  whatever it takes fight for you happiness  staying in a job to pay for you life when your life is in a bad spot because you dont like your job makes no sense  please I love you  now love yourself and take action This clip is from sessions where I was writing my new book  cant wait for 1116 ,,,,,,,,,,,
117,garyvee,9166019,5615,6962,CSrPuZPg2Ze,1629203761,44425.52501,44425.52501,102725,1331,1.135236573,0.758852707,,Play this on repeat  I see it daily  youre scared of them High school  is over,,,,,,,,,,,
118,garyvee,9166019,5615,6962,CSp3JnwLYW4,1629157280,44424.98704,44424.98704,105731,1106,1.165576899,0.758852707,"Photo by Gary Vay-Ner-Chuk on August 16, 2021. May be an image of 2 people, beard and text that says 'OUT OF MY 250 DAYS A YEAR WORK, THERE ARE 7 TO 23 DAYS WHERE I'M LIKE... "" FUCK THIS! SWIPE'.",Not everyday has to be euphoria  and thats awesome   I love my work and my job its my actual hobby but being human is allowing for bad days ,,,,,,,,,,,
119,garyvee,9166019,5615,6962,CSpJfYrAHlz,1629133402,44424.71067,44424.71067,137888,2223,1.528591638,0.758852707,,No reason to ever cry aka make yourself unhappy to impress other people Live within your means and more importantly do things that make you happy especially in your career Please please understand the macro of this situation ,,,,,,,,,,,
120,grantcardone,3396191,2444,6566,CS2Fy3DiXbE,1629567640,44429.73657,44429.73657,15169,740,0.468436551,0.660197949,,Be positive in a negative world  gc attitude freedom,,,,,,,,,,,
121,grantcardone,3396191,2444,6566,CSzj9UIpiCD,1629482810,44428.75475,44428.75475,33986,2534,1.075322324,0.660197949,,Arnold SchwarzeneggerComment if you are a schmuck arnold schmuck freedom truth usa,,,,,,,,,,,
122,grantcardone,3396191,2444,6566,CSy-U38L-tc,1629463032,44428.52583,44428.52583,32556,798,0.982100241,0.660197949,"Photo by Grant Cardone on August 20, 2021. May be an image of 1 person, outdoors and text that says 'S ""IF YOU CAN'T GET A SEAT AT THE TABLE, SERVE WATER TO GET IN THE ROOM GRANT CARDONE'.",,,,,,,,,,,,
123,grantcardone,3396191,2444,6566,CSxhhJRr8AB,1629414374,44427.96266,44427.96266,11522,417,0.351540888,0.660197949,"Photo by Grant Cardone on August 19, 2021. May be an image of 2 people, people standing and indoor.",10X grows  Two good looking dudes ,,,,,,,,,,,
124,grantcardone,3396191,2444,6566,CSwZgynrCiI,1629376622,44427.52572,44427.52572,7064,1013,0.237825258,0.660197949,Photo by Grant Cardone in World Wide. May be an image of map and text.,Host 10X in your country  Producing TV show  I want to showcase YOUR 10X story If you have compelling story  are interested in having it today post your location in commentsAmerica China Australia Vietnam Thailand Canada England Ireland Japan  Norway Russia Africa Brazil Argentina Venezuela Colombia Panama Cuba CostaRica Galapagos spain France nigeria singapore iran Afghanistan India Philippines,,,,,,,,,,,
125,grantcardone,3396191,2444,6566,CSuHNOriMIy,1629299951,44426.63832,44426.63832,28299,1011,0.863025666,0.660197949,,Nobody will ever see the hard work you put in behind the scenes Let them see it in your results success hardwork hustle grind motivation instagood,,,,,,,,,,,
126,grantcardone,3396191,2444,6566,CSsBxwSJ32l,1629229961,44425.82825,44425.82825,14193,503,0.432720068,0.660197949,Photo by Grant Cardone in Federal Reserve Bank of Atlanta - Miami Branch. May be an image of 1 person and text that says 'CARDONI CARD THE WAY TO MAKE SURE YOU DON'T BURN CASH IS TO CONVERT IT TO REAL ASSETS. GRANT CARDONE'.,Convert cash to real assetsNo real dollars were harmed in this photo,,,,,,,,,,,
127,grantcardone,3396191,2444,6566,CSrfc2EC57l,1629212059,44425.62105,44425.62105,27280,632,0.821861904,0.660197949,,The successful people all do this one trick They take whats possible on the future and bring it into TODAY post in comments what you are doing today to have massive successsuccess millionaire billionaire money potential freedom financialfreedom instagood,,,,,,,,,,,
128,grantcardone,3396191,2444,6566,CSpNx0ALrZX,1629135589,44424.73598,44424.73598,20566,522,0.620930919,0.660197949,"Photo by Grant Cardone on August 16, 2021. May be an image of 1 person, aircraft, outdoors and text that says 'TAX TIPS: REDUCE EARNED INCOME TO ZERO EMERGENCYEXIT INVEST IN ASSETS THAT CAN BE DEPRECIATED BORROW AGAINST APPRECIATED ASSETS CNON-TAXABLE EVENT) INVEST IN ART, PROPERTY EQUIPMENT & OTHER BUSINESSES. GRANT CARDONE'.",,,,,,,,,,,,
129,grantcardone,3396191,2444,6566,CSo8x0ui8Aj,1629126803,44424.63429,44424.63429,8876,380,0.27254062,0.660197949,,What are your daily rituals for success post in commentsworkout fitness health wealth success training instagood,,,,,,,,,,,
130,grantcardone,3396191,2444,6566,CSm3b-kp49C,1629058261,44423.84098,44423.84098,18972,537,0.574437657,0.660197949,,Big things to come  it involves YOUEverything up to this point was warm upsand confidence builders,,,,,,,,,,,
131,grantcardone,3396191,2444,6566,CSm4dCZCUkw,1629057428,44423.83134,44423.83134,40944,545,1.221633294,0.660197949,,They dont teach you this at school  I want to thank bayloruniversity for having me come and share some strategies that will help these kids succeed school college wealth money success instagood,,,,,,,,,,,
132,thesharkdaymond,1307414,970,5665,CS2aOS2Cujp,1629578532,44429.86264,44429.86264,3220,127,0.256001542,0.131869732,,Who remembers the moment these 3 amazing warriors shared the stage at the same time to give each other LoveWhat a great moment in historyPS Im still trying to get out my head the In living color skits that came after thatCredit boxingequipment,,,,,,,,,,,
133,thesharkdaymond,1307414,970,5665,CS1fYrur9Yk,1629547474,44429.50317,44429.50317,4579,207,0.366066143,0.131869732,"Photo by Daymond John on August 21, 2021. May be an image of 1 person, wrist watch and text that says 'MONEY WILL ALWAYS FLOW FROM THE UNINFORMED TO THE INFORMED @TheSharkDaymond'.",STAY FOCUSEDKEEP LEARNINGKEEP GROWINGSTAY INFORMEDHappySaturdaysuccessquotes successmindset insperationalquotes visionboard visualization visualizealbum sharkquotes mindset mindsetiseverything mentorship,,,,,,,,,,,
134,thesharkdaymond,1307414,970,5665,CSzoao4HoG5,1629485186,44428.78225,44428.78225,512,75,0.044897791,0.131869732,,Adding another music video cameo to my resumeMontell Jordan and trainual just dropped a remix of This Is How We Do It  turned into an entrepreneurs anthem Go listen to the full track on Spotify and get hyped up for whatever hustle youre bringing into this weekendLots of fun on set bringing this to life with mrjordan1911 jonathanronzio chrisronzio More from this campaign coming next week  watch out thisishowyoudoit trainual,,,,,,,,,,,
135,thesharkdaymond,1307414,970,5665,CSy0dzkigw5,1629458375,44428.47193,44428.47193,1431,118,0.118478156,0.131869732,,On my run today I decided to stop and be in the moment I think we all need to do this more often It felt absolutely amazing Sorry I just couldnt help myself with the justinbieber trackDont forget to take some time today to just BeInTheMomentHave a great dayDJPS You know your getting old when you start calling fruit Gangsta,,,,,,,,,,,
136,thesharkdaymond,1307414,970,5665,CSyOC-aMsXQ,1629437720,44428.23287,44428.23287,2024,67,0.159934038,0.131869732,"Photo by Daymond John on August 19, 2021. May be an image of 3 people, people standing and outdoors.",Wishing my brother fatjoe a very blessed and amazing Birthday Thank you for being one of the most loyal truthful and honorable people on the planet From selling my first couple of hats out of your store to allowing me to direct one of your videos You have always supported others in their effort to follow their dreamsYou will always be one of the reasons that I can say Yesterdays price is NOT TODAYS PRICE Many more amazing years to come for you my friend DJ,,,,,,,,,,,
137,thesharkdaymond,1307414,970,5665,CSxXb2jCI3H,1629409110,44427.90174,44427.90174,852,64,0.07006197,0.131869732,,As a business owner you wont get too far without knowing who your customers areThe fact is your customers are the most important component to your business With that said the sooner you know who they are the sooner youll be able to help resolve their pain points and resonate with them both through your marketing efforts and through the productsservices youre sellingIf you havent pinpointed your customer base yet set aside some time to do so Youll be one step ahead of your competitors once you do,,,,,,,,,,,
138,thesharkdaymond,1307414,970,5665,CSwSFTtiWO8,1629372751,44427.48091,44427.48091,867,145,0.077404709,0.131869732,,Thank you for a brand new day filled with brand new opportunities CREDITSCamera IphoneTrack TheClarkSistersLighting GodScript Faith,,,,,,,,,,,
139,thesharkdaymond,1307414,970,5665,CSumVk3C1Wn,1629316904,44426.83454,44426.83454,1132,91,0.093543438,0.131869732,,Ive made plenty of mistakes as an entrepreneur but its all part of the processIn light of my mistakes however I wanted to come up with a way where I could help other entrepreneurs avoid making the same mistakes Thats when the idea for Daymond on Demand was bornDaymond on Demand is full of interactive courses that will help you learn about everything from starting and scaling your business to mastering social mediaI hope each and every one of you benefits from this and that it sets you up to be in a better position than when you started Head to the link in my bio to learn more,,,,,,,,,,,
140,thesharkdaymond,1307414,970,5665,CSt1cUyCRDv,1629290945,44426.53409,44426.53409,1879,188,0.158098353,0.131869732,,Lets be clear Everything created in this world started with one person with one dream that took one action I was fortunate to find 3 partners that also had the same dream Our dream was simple To create a four letter word that would change the fashion world forever That word is  FUBUAsk yourself today Whats your dream Who else believes in you And what is holding you back Take a minute to dream today and make sure you accompany that dream with actionno matter how small the action may be Trust me you will be surprised how far it will take youDreamOnDJEditdrone im_danny_from_miami Yacht joemulvi Track Dream Visualizealbumsuccess,,,,,,,,,,,
141,thesharkdaymond,1307414,970,5665,CSrzfZ_hpvw,1629223205,44425.75006,44425.75006,416,73,0.037402078,0.131869732,,Thank you tiffanyhaddish for sending me this story I was cracking up when listening to it but in a larger sense her experience shows that not only is FUBU meaningful to our customers but its also a way to bring people together who may not know what we stand forSure it served as a way to get a conversation started but the discussion that Tiffany had with this guy was centered around FUBU being blackowned and truly for the community and its so impactful to us that she remembers this story and sent it our wayWho else has a story like this where your brand left an impact on someone who told you about it years later Share it below ,,,,,,,,,,,
142,thesharkdaymond,1307414,970,5665,CSrZiW0Ao42,1629208865,44425.58409,44425.58409,1291,269,0.119319512,0.131869732,"Photo by Daymond John on August 17, 2021. May be an image of text that says 'Daymond John @TheSharkDaymond What is your go-to ""work from home"" playlist?'.",Weve been working from home for a while now and many of us still are so I hope you have some good recommendationsShare your favorite WFH songs below ,,,,,,,,,,,
143,thesharkdaymond,1307414,970,5665,CSqHI0sCuC1,1629165790,44425.08553,44425.08553,910,152,0.081229052,0.131869732,,You know I couldnt leave you hanging on nationaltellajokedayI decided to give you a couple to choose from Please humor me and pick the one you like the most Dont leave ya boy out in the cold,nationaltellajokeday,,,,,,,,,,
